latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
6.36599,80.94292,340.4,0.57,0.52,2026-09-09,837,N,VIIRS,n,2.0NRT,295.48,9.15,D
6.39418,81.13857,336.3,0.59,0.53,2026-09-09,837,N,VIIRS,n,2.0NRT,297.86,5.83,D
6.39629,81.13673,332.19,0.59,0.53,2026-09-09,837,N,VIIRS,n,2.0NRT,296.7,3.52,D
6.58226,81.1302,333.74,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,294.99,1.47,D
6.59408,81.17841,345.02,0.6,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,297.24,9.85,D
6.71685,81.32734,337.67,0.61,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.85,8.54,D
6.73186,81.15031,330.56,0.6,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,294.18,3.58,D
6.84331,81.76249,348,0.33,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,296.95,4.29,D
6.98842,81.59173,367,0.32,0.55,2026-09-09,839,N,VIIRS,h,2.0NRT,299.46,6.85,D
6.99588,81.58228,350.28,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.53,4.03,D
6.99729,81.58129,349.7,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.26,2.32,D
7.1891,81.5724,332.06,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,300.75,3.39,D
7.25047,81.77212,337.29,0.34,0.56,2026-09-09,839,N,VIIRS,n,2.0NRT,297.58,2.24,D
7.28344,81.82129,344.9,0.34,0.56,2026-09-09,839,N,VIIRS,n,2.0NRT,297.74,2.31,D
7.31883,81.84831,332.87,0.34,0.56,2026-09-09,839,N,VIIRS,n,2.0NRT,299.27,1.82,D
7.43295,81.12988,335.67,0.61,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,302.73,6.63,D
7.51097,80.19008,344.88,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,300.49,5.17,D
7.54614,81.36263,338.43,0.64,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.75,3.4,D
7.55166,80.19073,330.26,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,298.77,2.5,D
7.59074,81.05297,343.45,0.61,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,302.93,6.15,D
7.61807,81.03234,336.06,0.6,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,303.04,6.72,D
7.70898,80.0405,344.18,0.52,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,298.58,8.36,D
7.71594,81.0788,336.03,0.61,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,299.7,2.92,D
7.77461,80.47596,349.28,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,300.24,11.62,D
7.79754,80.64051,339.96,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.71,6.34,D
7.80289,80.15063,330.57,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,296.47,4.35,D
7.87047,80.20759,331.55,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,299,3.88,D
7.92872,80.28514,344.98,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,302.44,7.9,D
7.93467,81.38467,334.37,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.86,2.49,D
7.9366,81.38432,332.22,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,298.17,4.08,D
7.93867,80.57105,335.35,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,300.15,5.95,D
7.93974,81.38399,333.71,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,298.82,2.49,D
7.94733,80.45666,333.69,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,300.22,5.62,D
7.96101,80.10643,340.71,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,299.73,5.84,D
8.03355,80.4838,342.04,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.17,3.38,D
8.03416,80.48712,340.1,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.53,5.25,D
8.0565,80.40259,334.94,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,302.42,7.49,D
8.0572,80.40765,341.32,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,301.58,7.49,D
8.07086,80.09274,330.58,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,296.44,2.55,D
8.09054,80.54442,344.61,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.27,7.04,D
8.12141,80.80586,332.52,0.59,0.53,2026-09-09,839,N,VIIRS,l,2.0NRT,303.24,3.52,D
8.1263,80.8052,336.49,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,300.34,3.52,D
8.12681,80.0978,342.88,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,299.8,7.15,D
8.21031,80.56414,337.27,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.13,5.45,D
8.21103,80.56943,343.1,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,302.32,5.45,D
8.21852,81.07156,345.37,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.25,6.22,D
8.2188,81.07023,346.73,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.18,10.97,D
8.22351,81.07091,334.89,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.72,6.22,D
8.22378,81.06954,330.41,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.8,4.23,D
8.26615,80.16025,344.39,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,300.63,11.17,D
8.27084,80.15961,348.91,0.54,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,301.13,11.17,D
8.30223,81.01012,342.36,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,301.02,14.97,D
8.3023,81.01288,342.43,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.96,8.12,D
8.30616,80.48454,336.37,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,300.54,3.36,D
8.30727,81.0122,331.43,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.02,9.38,D
8.31061,80.6608,344.7,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,301.57,10.03,D
8.31722,81.01086,330.29,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,299.93,4.48,D
8.37003,80.74961,330.97,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,294.68,0.82,D
8.37234,77.62077,339.77,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,306.54,10.28,D
8.3732,80.40456,331.35,0.56,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,294.45,3.21,D
8.37381,77.62325,339.68,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,307.26,6.09,D
8.44805,80.62918,341.88,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,294.99,10.36,D
8.44878,80.63449,341.53,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,293.66,11.76,D
8.46447,80.82089,346.78,0.6,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,297.09,10.99,D
8.46842,80.24854,330.37,0.55,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,299.64,2.25,D
8.50964,80.51556,339.51,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.7,5.28,D
8.53304,78.12076,336.58,0.4,0.44,2026-09-09,839,N,VIIRS,l,2.0NRT,308.22,2.69,D
8.59542,80.85155,334.69,0.61,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,299.55,4.99,D
8.60634,77.96951,345.48,0.39,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,306.15,4.79,D
8.61346,80.4192,331.44,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,300.54,5.62,D
8.64196,81.08068,335.58,0.63,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.7,6.21,D
8.7018,80.28503,339.68,0.56,0.51,2026-09-09,839,N,VIIRS,n,2.0NRT,298.82,6.94,D
8.70837,80.40471,331.56,0.57,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.04,3.3,D
8.74929,81.1545,332.23,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.6,3.03,D
8.75256,81.15276,334.71,0.32,0.55,2026-09-09,839,N,VIIRS,n,2.0NRT,297.26,3.32,D
8.88306,77.78769,334.5,0.39,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,303.98,2.52,D
8.91723,80.44055,351.83,0.58,0.52,2026-09-09,839,N,VIIRS,n,2.0NRT,299.28,9.36,D
8.93182,80.89063,331.66,0.62,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,300.87,6.54,D
8.94801,80.85964,332.89,0.61,0.54,2026-09-09,839,N,VIIRS,n,2.0NRT,298.85,9.03,D
9.05835,80.58269,332.53,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,298.44,4.52,D
9.38469,80.47755,347.65,0.59,0.53,2026-09-09,839,N,VIIRS,n,2.0NRT,292.51,10.9,D
9.63687,78.10203,339.96,0.41,0.45,2026-09-09,839,N,VIIRS,n,2.0NRT,308.2,5.41,D
9.80809,77.51385,340.35,0.57,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,296.04,7.83,D
9.83046,77.55689,341.33,0.38,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,295.21,2.25,D
9.83092,77.56013,331.53,0.38,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,295.36,3.1,D
10.09023,77.69757,343.84,0.4,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,303.29,1.42,D
10.25719,77.25083,347.9,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,291.29,94.07,D
10.25788,77.24821,335.44,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,295.72,50.16,D
10.26118,77.24303,330.49,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,290.27,26.52,D
10.31302,78.61387,342.94,0.45,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.44,4.49,D
10.34718,79.41057,336.58,0.51,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,292.56,3.7,D
10.34748,79.41254,338.36,0.51,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,292.31,3.18,D
10.43343,77.19473,335.63,0.56,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,303.53,9.4,D
10.44232,77.11541,335.28,0.55,0.43,2026-09-09,839,N,VIIRS,n,2.0NRT,299.13,2.39,D
10.53283,78.61864,330.74,0.46,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.14,1.94,D
10.67141,78.88138,335.09,0.48,0.48,2026-09-09,839,N,VIIRS,n,2.0NRT,301.43,4.19,D
10.68338,79.27805,334.52,0.51,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,294.9,3.25,D
10.90465,78.49009,345.24,0.45,0.47,2026-09-09,839,N,VIIRS,n,2.0NRT,300.98,4.58,D
10.91727,78.97856,335.44,0.49,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,299.35,2.94,D
10.91968,78.97959,334.43,0.49,0.49,2026-09-09,839,N,VIIRS,n,2.0NRT,299.05,1.76,D
11.02803,77.51046,336.75,0.4,0.44,2026-09-09,839,N,VIIRS,n,2.0NRT,304.82,4.23,D
12.06407,79.16139,333.03,0.52,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,299.16,2.28,D
12.56395,79.11487,341.51,0.53,0.5,2026-09-09,839,N,VIIRS,n,2.0NRT,296.93,15.8,D
13.86723,77.47733,342.52,0.43,0.46,2026-09-09,841,N,VIIRS,n,2.0NRT,291.65,4.47,D
14.04664,79.93987,331.29,0.63,0.54,2026-09-09,841,N,VIIRS,n,2.0NRT,291.17,2.68,D
14.5568,78.02254,345.93,0.48,0.48,2026-09-09,841,N,VIIRS,n,2.0NRT,298.39,4.37,D
14.70121,79.99017,339.65,0.32,0.55,2026-09-09,841,N,VIIRS,n,2.0NRT,294.2,3.2,D
14.79568,79.02826,345.59,0.56,0.51,2026-09-09,841,N,VIIRS,n,2.0NRT,292.83,11.93,D
15.17479,76.67694,332.08,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,301.53,4.6,D
15.17643,76.65775,341.25,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,302.38,6.01,D
15.18199,76.66843,336.98,0.4,0.44,2026-09-09,841,N,VIIRS,n,2.0NRT,300.46,6.09,D
17.38081,75.72618,336.85,0.56,0.43,2026-09-09,841,N,VIIRS,n,2.0NRT,301.49,3.99,D
18.37337,74.35523,337.45,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,304.07,5.1,D
18.48067,73.98694,330.97,0.47,0.4,2026-09-09,841,N,VIIRS,l,2.0NRT,301.28,5.5,D
18.55479,74.31213,343.56,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,301.81,7.86,D
18.55849,74.3116,334.95,0.49,0.4,2026-09-09,841,N,VIIRS,n,2.0NRT,304.73,8.74,D
18.62244,74.55608,335.85,0.5,0.41,2026-09-09,841,N,VIIRS,n,2.0NRT,302.07,4.25,D
18.64365,74.65992,335.5,0.51,0.41,2026-09-09,841,N,VIIRS,n,2.0NRT,304.29,4.85,D
18.68402,73.04089,339.03,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,301.53,8.87,D
18.68637,73.03223,331.44,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,301.25,6.71,D
18.691,73.03982,339.49,0.43,0.38,2026-09-09,841,N,VIIRS,n,2.0NRT,302.47,8.26,D
18.99486,74.43908,330.89,0.5,0.41,2026-09-09,841,N,VIIRS,l,2.0NRT,303.44,3.27,D
19.65047,74.57458,335.89,0.52,0.41,2026-09-09,843,N,VIIRS,n,2.0NRT,298.13,6.15,D
21.10127,72.63649,343.94,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.4,10.01,D
21.10479,72.63596,342.9,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,301.56,10.01,D
21.10594,72.64432,339.18,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,304.26,8.38,D
21.10652,72.6485,344.45,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,304.6,8.4,D
21.1083,72.63541,341.85,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.4,3.48,D
21.11181,72.63486,337.68,0.43,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.62,3.48,D
21.45597,72.9502,334.97,0.45,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,301.66,3.95,D
21.96141,72.51338,339.3,0.44,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,303.3,6.19,D
22.35983,82.30304,326.78,0.56,0.69,2026-09-09,843,N,VIIRS,n,2.0NRT,287.19,8.43,D
22.4838,70.93859,337.46,0.4,0.37,2026-09-09,843,N,VIIRS,n,2.0NRT,302.73,3.49,D
22.55157,71.63312,338.85,0.41,0.37,2026-09-09,843,N,VIIRS,n,2.0NRT,305.61,5.82,D
22.78069,69.46031,337.63,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,302.9,3.57,D
22.87284,69.57805,332.78,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,301.04,4.04,D
22.89505,69.89949,334.75,0.39,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.7,1.82,D
22.92988,70.10869,336.43,0.39,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.53,6.77,D
22.9318,69.69779,332.54,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,304.36,2.27,D
22.93237,69.70152,331.13,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,303.33,3.74,D
22.93511,69.6972,335.3,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,303.5,2.27,D
23.03181,69.53057,331.92,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,302.92,2.6,D
23.05331,69.64938,335.4,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,299.9,5.02,D
23.10171,72.47737,330.84,0.45,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,303.73,4.76,D
23.50802,72.15764,337.69,0.44,0.38,2026-09-09,843,N,VIIRS,n,2.0NRT,305.06,3.69,D
23.57267,72.47577,335.21,0.45,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,305.14,4.27,D
24.48032,69.0869,334.57,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,303.96,2.81,D
25.00024,69.17052,333.45,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.19,0.73,D
25.35773,69.0938,334.28,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.96,2.47,D
25.38771,68.58407,343.72,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,306.56,4.62,D
25.41987,68.99232,345.34,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,308.48,4.22,D
25.79195,68.59055,331.3,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,304.9,1.24,D
25.89977,68.76244,332.45,0.38,0.36,2026-09-09,843,N,VIIRS,l,2.0NRT,305.38,2.09,D
26.14395,68.98871,332.5,0.38,0.36,2026-09-09,843,N,VIIRS,n,2.0NRT,305.64,2.69,D
26.64183,79.48302,332.65,0.41,0.61,2026-09-09,843,N,VIIRS,n,2.0NRT,294.48,4.48,D
26.78156,72.00723,343.32,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.89,7.69,D
26.78459,72.00198,339.68,0.46,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,310.8,7.69,D
26.78636,72.01598,341.03,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,309.83,19.54,D
26.78939,72.01074,348.52,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.23,9.4,D
26.79242,72.0055,347.32,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,311.3,15.04,D
26.7936,72.01483,342.21,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.55,9.4,D
26.79663,72.00959,342.06,0.46,0.39,2026-09-09,843,N,VIIRS,n,2.0NRT,310.44,4.85,D
26.79723,72.01426,338.28,0.46,0.39,2026-09-09,843,N,VIIRS,l,2.0NRT,310.24,4.85,D
28.42417,69.70093,337.49,0.4,0.37,2026-09-09,845,N,VIIRS,l,2.0NRT,311.47,3.82,D
30.3203,69.8423,350.24,0.42,0.37,2026-09-09,845,N,VIIRS,n,2.0NRT,311.47,2.96,D
30.46224,73.80231,335,0.42,0.45,2026-09-09,845,N,VIIRS,n,2.0NRT,302.14,3.04,D
31.11923,74.6719,346.95,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,300.42,10.59,D
31.12366,74.67133,345.68,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,298.08,6.33,D
31.12966,74.65249,332.7,0.48,0.48,2026-09-09,845,N,VIIRS,n,2.0NRT,297.49,2.66,D
31.39262,73.96021,340.26,0.44,0.46,2026-09-09,845,N,VIIRS,n,2.0NRT,298.55,4.82,D
36.79524,81.54149,342.51,0.66,0.73,2026-09-09,848,N,VIIRS,n,2.0NRT,299.85,6.22,D
28.58281,96.94934,309.49,0.38,0.36,2026-09-09,1928,N,VIIRS,n,2.0NRT,281.15,1.2,N
20.99799,86.01233,300.3,0.32,0.55,2026-09-09,1932,N,VIIRS,n,2.0NRT,267.69,0.42,N
6.72036,81.1439,309.22,0.44,0.62,2026-09-09,1936,N,VIIRS,n,2.0NRT,281.4,1.04,N
26.25893,74.09446,310.9,0.45,0.39,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.54,1.6,N
26.702,77.84742,306.41,0.46,0.47,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.08,1.27,N
26.87392,73.51785,307.54,0.43,0.38,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.29,1.08,N
26.87812,73.51436,311.62,0.43,0.38,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.32,1.08,N
26.92571,73.46764,307.46,0.42,0.38,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.84,1.03,N
27.28872,73.83931,310.71,0.43,0.38,2026-09-09,2110,N,VIIRS,n,2.0NRT,298.15,1.61,N
27.66891,76.13161,308.25,0.54,0.42,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.75,2.32,N
28.275,77.1826,309.13,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,294.05,0.78,N
28.27803,77.27264,308.04,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.79,1.08,N
28.34753,77.25915,306.48,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.82,1.02,N
28.34835,77.25511,307.79,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.86,1.02,N
28.35967,77.24104,308.29,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.95,0.92,N
28.37098,77.22699,305.53,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.78,1.01,N
28.3718,77.22294,308.59,0.4,0.44,2026-09-09,2110,N,VIIRS,n,2.0NRT,293.68,1.32,N
28.42315,69.70135,316.97,0.4,0.37,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.4,1.92,N
28.42652,69.70199,311.1,0.4,0.37,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.73,1.46,N
28.77395,77.56806,310.88,0.41,0.45,2026-09-09,2110,N,VIIRS,n,2.0NRT,294.37,0.77,N
29.02955,73.97697,318.86,0.42,0.38,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.55,1.05,N
31.25911,76.92336,303.81,0.52,0.41,2026-09-09,2110,N,VIIRS,n,2.0NRT,290.65,0.89,N
32.57447,72.56104,311.35,0.38,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.54,2.05,N
32.65298,70.47419,314.51,0.41,0.37,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.84,1.53,N
32.7166,72.77676,312.74,0.38,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,295.48,1.21,N
32.72005,72.92374,308.62,0.38,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,295.21,0.93,N
32.8899,71.61823,310.73,0.39,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.68,1.08,N
33.54676,71.54985,309.65,0.39,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.66,0.93,N
33.68788,72.7118,313.69,0.38,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,296.33,2.94,N
33.90514,71.91456,308.72,0.39,0.36,2026-09-09,2110,N,VIIRS,n,2.0NRT,297.32,2.04,N
17.61107,83.20312,299.76,0.76,0.77,2026-09-09,2112,N,VIIRS,n,2.0NRT,269.88,1.97,N
19.93405,73.71447,306.08,0.53,0.42,2026-09-09,2112,N,VIIRS,n,2.0NRT,289.2,0.62,N
19.93644,73.71235,311.96,0.53,0.42,2026-09-09,2112,N,VIIRS,n,2.0NRT,290.1,1.54,N
20.86701,70.56599,311.65,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.95,1.55,N
20.86824,71.39729,307.63,0.41,0.37,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.66,0.73,N
20.90956,71.46092,311.05,0.41,0.37,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.88,2.1,N
21.10076,72.63695,334.48,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.18,5.71,N
21.10252,72.63594,333.31,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.07,10.96,N
21.10281,72.64636,308.29,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,293.27,3.56,N
21.10432,72.63768,321.45,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.18,5.71,N
21.10452,72.64532,340.71,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.19,18.82,N
21.10808,72.64604,339.52,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.46,18.82,N
21.10964,72.63737,315.57,0.45,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.89,4.74,N
21.69743,72.53883,307.31,0.44,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,293.66,0.44,N
22.26339,75.13261,304.97,0.39,0.44,2026-09-09,2112,N,VIIRS,n,2.0NRT,292.9,1.44,N
22.33705,69.86613,308.05,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.28,3.31,N
22.33882,69.85501,315.32,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,297.94,3.38,N
22.41555,69.03904,326.87,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.02,3.3,N
22.41887,69.03963,311.95,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.66,2.1,N
22.65471,70.98373,305.96,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.85,0.49,N
22.80195,70.89373,307.56,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,293.94,0.85,N
22.90915,69.69665,307.65,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.89,1.67,N
22.91245,69.69726,306.83,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.61,1.06,N
22.92675,69.82255,308.26,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.52,1.46,N
22.92927,70.10672,306.23,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,293.82,1.86,N
22.92957,69.69656,320.29,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.77,2.26,N
22.93229,69.70088,323.29,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.1,2.27,N
22.93287,69.69716,337.93,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.19,7.62,N
23.05618,69.9922,306.29,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.3,0.62,N
23.25672,70.26176,323.61,0.38,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.3,1.41,N
23.31528,70.4887,312.09,0.39,0.36,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.9,1.43,N
24.66075,74.63564,307.83,0.5,0.41,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.09,2.06,N
24.66097,74.634,308.22,0.5,0.41,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.35,2.08,N
24.8211,73.09267,312.4,0.43,0.38,2026-09-09,2112,N,VIIRS,n,2.0NRT,297.17,1.45,N
24.93354,74.6346,310.77,0.5,0.41,2026-09-09,2112,N,VIIRS,n,2.0NRT,295.26,1.39,N
25.38741,68.58442,317.03,0.41,0.37,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.56,0.88,N
25.38799,68.58036,307.36,0.41,0.37,2026-09-09,2112,N,VIIRS,n,2.0NRT,296.66,0.88,N
25.7812,73.699,311.72,0.44,0.39,2026-09-09,2112,N,VIIRS,n,2.0NRT,294.51,1.14,N
